,name,address,race,marital-status,occupation,pregnant,education-num,relationship,capital-gain,education,fnlwgt,class,income,native-country,hours-per-week,capital-loss,workclass,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen
10,Joseph Olson,"009 Sandra Greens Apt. 588
Wrightstad, DC 10431", White, Never-married, Craft-repair,f,9.0, Not-in-family,0.0, HS-grad,117507.0,0.0, <=50K, United-States,45.0,0.0, Private,118.703125,46.93135935,0.291791003,0.299325133,2.391304348,14.753744199999998,9.944732254,129.8977708
11,Harold Odowd,"7842 Curtis Vista Apt. 188
Lake Samuelburgh, GA 55767", White, Married-civ-spouse, Transport-moving,f,10.0, Husband,0.0, Some-college,423561.0,0.0,<=50K, United-States,40.0,0.0, State-gov,106.828125,52.50343878,0.379892357,-0.145018297,0.780936455,10.45017664,18.055405,376.5960872
12,James Gutierrez,"568 Cook Mill Apt. 942
Andersonmouth, SC 68838", White, Never-married, Exec-managerial,f,14.0, Not-in-family,8614.0, Masters,287031.0,0.0, >50K, United-States,40.0,0.0, Federal-gov,57.3125,34.38880405,2.444048091,10.09351758,96.12876254,79.73480381,0.368701087,-0.981237031
13,Toby Sims,"564 Perez Spur Apt. 715
Lake Monica, KS 48257", White, Married-civ-spouse, Transport-moving,f,4.0, Husband,0.0, 7th-8th,170411.0,0.0, <=50K, United-States,40.0,0.0, Self-emp-not-inc,118.109375,42.51419512,0.109692681,0.32510478800000003,2.2984949830000003,14.43658829,9.586309765,117.3193462
14,Charles Rozon,"223 Patrick Lights Suite 932
Lisashire, WY 30127", White, Married-civ-spouse, ?,f,9.0, Wife,0.0, HS-grad,152140.0,0.0, <=50K, United-States,40.0,0.0, ?,137.3984375,45.96556793,-0.038844229,-0.175691481,0.933110368,10.30783094,16.79333926,349.0957987
15,Guy Myers,"274 Adam Light Apt. 580
New Kevinshire, AL 73174", White, Married-civ-spouse, Craft-repair,f,4.0, Husband,0.0, 7th-8th,193884.0,0.0, <=50K, Ecuador,40.0,0.0,,105.2734375,44.94366523,0.457031468,0.549779833,1.3361204009999998,14.56282892,12.40627476,167.44153300000005
16,Charles Gray,"82950 Harding Knolls
Mcmahonburgh, ID 09644", White, Never-married, Craft-repair,f,13.0, Not-in-family,4416.0, Bachelors,114758.0,0.0, <=50K, United-States,45.0,0.0, Self-emp-not-inc,133.296875,53.65330829,-0.041624087,-0.318092359,95.98411371,86.55749292,-0.174834832,-1.898847638
17,Zachary Grandfield,"77606 Maxwell Rest Apt. 485
Port Jennifer, MA 52118", White, Married-civ-spouse, Exec-managerial,f,13.0, Husband,0.0, Bachelors,409922.0,1.0, >50K, United-States,50.0,1977.0, Private,91.734375,47.21584155,0.60527486,0.6041722420000001,9.842809365,40.3842585,4.088567357,15.46865301
18,Floyd Smith,"9614 Bruce Island
Elliottmouth, KS 51950", White, Widowed, Adm-clerical,f,9.0, Not-in-family,0.0, HS-grad,192596.0,0.0, <=50K, United-States,30.0,0.0, Private,161.3046875,58.73743996,-1.117342296,0.63882486,99.38712375,84.64303246,-0.085735655,-1.6248981619999998
19,Timothy Shakespeare,"176 King Highway
Karamouth, HI 10786", White, Divorced, Sales,f,10.0, Not-in-family,0.0, Some-college,179010.0,0.0, <=50K, United-States,60.0,0.0, Private,130.2265625,42.12374161,-0.052151445,0.708950043,1.643812709,12.66682207,11.39158625,169.6566801
20,David Ritchie,"67605 Sean Road
East Cynthia, GA 13144", Black, Divorced, Exec-managerial,f,11.0, Unmarried,0.0, Assoc-voc,255027.0,0.0, <=50K, United-States,40.0,0.0, Private,143.296875,45.0451786,-0.226946184,0.28509659800000003,2.869565217,19.34006646,8.975832521000001,89.34475485
21,Frederick Gomez,"USNV Thompson
FPO AA 12825", White, Married-civ-spouse, Exec-managerial,F,10.0, Husband,2407.0, Some-college,143068.0,0.0, <=50K, United-States,50.0,0.0, Private,123.2109375,54.12090809,0.179064823,-0.475249405,2.789297659,15.3515358,8.077029276000001,86.60410652
22,Lee Gibson,"0804 Austin Squares
Port Craig, NM 17735", White, Married-civ-spouse, Craft-repair,f,10.0, Husband,0.0, Some-college,73715.0,1.0,>50K, United-States,40.0,0.0, Private,75.53125,38.67067233,1.80386797,5.474289821,21.51839465,54.84521085,2.694580166,6.3625074
23,Dominic Graham,"48686 Marquez Greens
New Christy, NC 36543", Amer-Indian-Eskimo, Married-civ-spouse, Prof-specialty,f,14.0, Husband,0.0, Masters,35211.0,1.0, <=50K, United-States,40.0,0.0, Local-gov,51.28125,38.00882659,3.082019126,12.04485404,36.92892977,71.39577711,1.776025798,1.736655377
24,Michael Williams,"4223 Mary Vista
Danaborough, NY 09395", Black, Never-married, Other-service,t,10.0, Own-child,0.0, Some-college,100587.0,0.0, <=50K, United-States,15.0,0.0, Private,115.5234375,43.39120102,0.22408072,0.758980598,2.255016722,17.38693095,9.58093427,106.1880965
25,Darryl Thorne,"97963 Frazier Groves
New James, MA 99291", White, Never-married, Adm-clerical,f,10.0, Other-relative,0.0, Some-college,194723.0,0.0, <=50K, Mexico,40.0,0.0, Private,80.4765625,37.70775054,0.651394321,2.605016331,1.830267559,15.47380309,10.92297631,133.8551708
26,Wally Suggs,"618 Mallory Throughway
Grayborough, OK 18624", White, Married-civ-spouse, Machine-op-inspct,f,9.0, Husband,0.0, HS-grad,54932.0,0.0, <=50K, United-States,40.0,0.0, Private,101.421875,46.13814335,0.20514810000000006,0.16560335199999998,1.785117057,17.9354047,10.76379769,121.1406569
27,Raymond Coleman,"88066 Le Walks
Garciamouth, IN 87118", White, Never-married, Other-service,F,11.0, Other-relative,0.0, Assoc-voc,239806.0,0.0, <=50K, Mexico,40.0,0.0, Private,148.2421875,45.68313866,-0.134220847,-0.103224212,2.911371237,21.36348519,9.140446702,89.71270149
28,William Robinson,"78761 Jones Lake Apt. 310
Hawkinstown, NY 15016", White, Never-married, Transport-moving,f,10.0, Own_child,0.0, Some-college,163665.0,0.0, <=50K, United-States,17.0,0.0, Private,132.4296875,48.43869895,0.077021251,-0.214521658,3.071906355,17.82087142,7.330814369,64.50471741
29,Patrick Cooper,"436 White Island
East Kimberly, OH 95066", White, Married-civ-spouse, Exec-managerial,f,9.0, Husband,0.0, HS-grad,312477.0,0.0, >50K, United-States,40.0,1887.0, Self-emp-not-inc,96.375,42.77959502,0.4276908270000001,0.7267648959999999,2.903010033,16.51331552,7.888129571,78.15227741
30,Laurence Berry,"41907 Smith Corners Suite 260
Morganshire, OR 12409", White, Divorced, Adm-clerical,f,9.0, Unmarried,0.0, HS-grad,421449.0,0.0, <=50K, United-States,40.0,0.0, Private,85.4140625,37.73354926,0.677918818,2.10736366,3.66638796,25.51800939,7.676340567,60.81586101
31,Leonard Lin,"369 Ryan Avenue Apt. 656
Lake Kimberlyview, ID 21627", Black, Separated, Other-service,f,7.0, Not-in-family,0.0, 11th,240917.0,1.0, <=50K, United-States,35.0,0.0, Private,71.4453125,36.57415596,1.744121889,6.6951189210000015,13.02508361,44.70222219,3.485496868,11.09146294
32,Julius Vansickle,"1289 Kelley Highway
Johnstonbury, IL 50639", White, Married-civ-spouse, Prof-specialty,f,11.0, Husband,0.0, Assoc-voc,133014.0,0.0, <=50K, United-States,40.0,0.0, State-gov,115.03125,48.07642638,0.30866071,0.298642994,7.618729097,34.69504196,4.741314293,21.99943472
33,Russell Ryan,"98709 Simpson Common Apt. 812
West Jackiestad, KS 75252", White, Never-married, Handlers-cleaners,FALSE,6.0, Not-in-family,0.0, 10th,142751.0,0.0, <=50K, United-States,40.0,0.0, Private,110.484375,45.80836175,0.373527785,0.635847582,0.829431438,11.28052173,16.1071543,292.4680101
34,Garry Mcwhite,"76132 Gray Via
Millerview, VT 91260", White, Married-civ-spouse, Craft-repair,f,9.0, Husband,3781.0, HS-grad,400535.0,0.0, <=50K, United-States,40.0,0.0, Private,117.140625,52.30271479,0.00982914,-0.183682842,14.69063545,51.54000893,3.278380963,8.972650124
35,Timothy Frick,"08172 Kelly Meadow
Carterborough, OH 76341", White, Married-civ-spouse, Adm-clerical,f,9.0, Wife,0.0, HS-grad,47429.0,0.0, >50K, United-States,40.0,0.0, Private,106.3125,44.60079,0.486175664,0.427981234,2.306856187,17.95307856,10.23131013,114.9535041
36,Joan Miner,"PSC 7948, Box 9311
APO AA 43614", White, Married-civ-spouse, Sales,f,16.0, Husband,0.0, Doctorate,95165.0,0.0, <=50K, United-States,40.0,0.0,,102.0703125,42.89470822,0.280225149,0.635869947,2.9590301,18.21203139,8.598819639,88.98838308
37,Ben Hart,"4598 David Field Apt. 829
New Bridgetburgh, WA 53559", White, Divorced, Adm-clerical,f,9.0, Not_in_family,0.0, HS-grad,183870.0,0.0, <=50K, United-States,40.0,0.0, Private,104.1796875,44.72003773,0.362391002,0.487412234,0.75,9.687692171,18.86876778,432.3867746
38,Darron Hays,"8373 John Turnpike
Glennfort, WY 56159", White, Never-married, Other-service,f,9.0, Not-in-family,0.0, HS-grad,183916.0,0.0, <=50K, United-States,34.0,0.0, Private,130.2734375,52.8855951,-0.108274432,-0.297646852,1.956521739,13.51296105,10.55551684,143.5077102
39,Rick Moore,"930 Jennifer Greens
Grantmouth, LA 32984", White, Married-civ-spouse, ?,f,13.0, Husband,0.0, Bachelors,146196.0,1.0, <=50K, United-States,40.0,0.0, ?,63.2578125,31.64136091,3.0608215160000003,14.80017013,14.76588629,48.89760005,3.550238297,11.74713975
40,Lonnie Fuhrman,"77622 Bright Station
Morrismouth, MO 52269", White, Divorced, Craft-repair,f,9.0, Unmarried,0.0, HS-grad,169995.0,0.0, <=50K, United-States,40.0,0.0, Private,128.9609375,53.15960672,-0.019315569,-0.465719549,2.2466555180000003,13.26694779,10.39466133,147.1730825
41,Raymond Chandler,"44874 Rodriguez Mews Suite 747
Heatherport, SD 93624", Black, Never-married, Sales,f,13.0, Own-child,0.0, Bachelors,529223.0,0.0, <=50K, United-States,10.0,0.0, Private,105.1640625,42.65317568,0.362358448,0.573878211,26.07525084,61.91073536,2.204075211,3.376113044
42,Stan Washington,"554 Justin Land Apt. 638
Lake David, VA 97539", White, Married-civ-spouse, Craft-repair,f,7.0, Husband,0.0, 11th,103642.0,1.0,<=50K, United-States,40.0,0.0, Private,53.4765625,32.228666600000004,2.9036261430000003,15.15971081,4.731605351000001,27.30866618,6.964346902999999,51.55119633
43,Daniel Browne,"62435 William Mill Apt. 976
Malloryland, ND 48022", White, Never-married, Craft-repair,f,9.0, Own-child,0.0, HS-grad,193285.0,0.0, <=50K, United-States,40.0,0.0, Private,119.0703125,54.46432083,0.082501355,-0.167191444,0.617892977,9.939801125,19.55378071,429.0153292
44,Victor Agudo,"417 Torres Trace Apt. 065
Castroshire, AK 57063", White, Never-married, Adm-clerical,f,10.0, Not-in-family,0.0, Some-college,144798.0,1.0, <=50K, United-States,40.0,0.0, Private,22.9140625,32.36366291,5.361344306,30.40526465,164.5518395,75.14933731,-0.678050686,-0.8418191829999999
45,Edward Ross,"9419 Cathy Unions
Allisonborough, ID 72266", White, Divorced, Machine-op-inspct,f,9.0, Unmarried,0.0, HS-grad,161311.0,0.0, <=50K, United-States,30.0,0.0, Private,120.0546875,52.93795138,0.195838573,-0.340901622,3.173076923,17.1277214,7.429621009,70.46416657
46,Mack Sanchez,"8651 Destiny Shoal Suite 194
Codybury, HI 22805", White, Never-married, Other-service,f,9.0, Not-in-family,0.0, HS-grad,61850.0,1.0, <=50K, United-States,40.0,0.0, Private,21.5703125,30.87137722,5.661067337,34.31211675,52.07859532,63.06510818,1.239048946,0.847647921
47,Clarence Carrillo,"USCGC Perez
FPO AE 05299", White, Widowed, Prof-specialty,f,15.0, Not-in-family,0.0, Prof-school,123325.0,0.0, <=50K, United-States,40.0,0.0, Local-gov,127.609375,45.08970822,0.033176184,-0.298934861,1.948160535,17.18663015,10.70090748,126.0882451
48,Timothy Waterbury,"Unit 9179 Box 2350
DPO AP 27210", White, Married-civ-spouse, Transport-moving,f,9.0, Husband,0.0, HS-grad,179533.0,0.0, >50K, United-States,75.0,0.0, Self-emp-not-inc,143.2890625,48.59882849,0.179246111,0.167773162,2.9506688960000003,20.60023398,9.274534747999999,91.43632134
49,William Stiles,"1510 Karen Haven
Rebeccaburgh, MT 02378", White, Never-married, Exec-managerial,f,9.0, Not-in-family,0.0, HS-grad,347166.0,1.0, <=50K, United-States,60.0,0.0, Private,32.515625,44.10356852,3.404557638,11.82359006,27.54180602,52.59607318,2.263988245,4.531248679
50,Jeffrey Taylor,"USNV Kim
FPO AA 96043", White, Married-civ-spouse, ?,f,9.0, Husband,0.0, HS-grad,76043.0,0.0, >50K, United-States,1.0,0.0, ?,126.234375,51.10872057,0.024776543,-0.41857959,6.254180602000001,28.27411111,5.280942109,30.14882512
51,Robert Velazquez,"5429 Palmer Summit
Lake Tony, CT 31106", White, Never-married, Craft-repair,f,9.0, Not_in_family,0.0, HS-grad,241431.0,0.0, <=50K, United-States,45.0,0.0, Self-emp-not-inc,118.53125,51.13461668,0.084105794,-0.115838597,2.330267559,18.55261307,9.14320766,90.29219986
52,Albert Berry,"3044 Holmes Lakes
Delgadofort, OH 75100", White, Married-civ-spouse, Sales,f,9.0, Husband,0.0, HS-grad,28518.0,0.0, >50K, United-States,50.0,0.0, Private,112.8125,78.61980806,0.21090143600000005,-1.3492142719999998,1.557692308,15.22718204,12.02269063,156.6771134
53,John Demers,"5890 Oconnell Gateway Apt. 042
Port Donna, VA 11691", White, Married-spouse-absent, Exec-managerial,f,13.0, Not-in-family,0.0, Bachelors,98726.0,1.0, <=50K, United-States,40.0,0.0, Federal-gov,83.859375,56.45306878,1.518644947,1.6196636830000002,121.7508361,82.99606989,-0.506662454,-1.419886829
54,Jeffrey Parizo,"8092 Christina Falls
Port Jillhaven, RI 15684", Black, Divorced, Sales,f,9.0, Unmarried,0.0, HS-grad,360593.0,0.0, <=50K, United-States,30.0,0.0, Private,132.2734375,40.04874273,0.08226417,0.308210032,1.390468227,15.09148942,12.76751427,177.3173483
55,Jose Danforth,"239 Cynthia Cliff Suite 398
Howellstad, SD 64925", White, Never-married, Other-service,f,3.0, Other-relative,0.0, 5th-6th,255476.0,0.0, <=50K, Mexico,40.0,0.0, Private,108.8046875,44.8469722,0.341230484,0.440661521,3.255852843,20.67954471,8.388128429,79.81336968
56,Zane Bottorff,"71075 Taylor Summit
South Kevinside, MD 24906", White, Married-civ-spouse, Craft-repair,FALSE,10.0, Husband,0.0, Some-college,326156.0,0.0,>50K, United-States,40.0,0.0, Private,134.828125,48.60396547,0.055082002000000005,0.083608985,26.04849498,62.07061996,2.167364159,3.11293088
57,Thomas Enyart,"27666 Raymond Burgs Apt. 071
Port Christian, CA 27048", White, Married-civ-spouse, Exec-managerial,f,13.0, Husband,0.0, Bachelors,77820.0,0.0, >50K, United-States,50.0,0.0,,76.1328125,38.57245032,0.776761905,2.256293755,1.389632107,15.89004946,12.077188,150.9596535
58,Paul Moten,"7460 Mack Fords
Port Timothy, UT 64173", White, Separated, Adm-clerical,f,9.0, Other-relative,0.0, HS-grad,163002.0,0.0, <=50K, United-States,40.0,0.0, Private,121.0078125,46.84874199,0.275569206,0.055025027,2.418060201,21.49809375,9.840352979,100.0793216
59,Stephen Johnson,"USS Parker
FPO AP 89469", Black, Never-married, Other-service,f,13.0, Own-child,0.0, Bachelors,189607.0,0.0, <=50K, United-States,36.0,0.0, Private,133.296875,57.17877111,0.011618628999999998,-0.61654769,2.100334448,15.3076576,10.11607074,123.1064912
60,John Hicks,"317 Hickman Spring
South Williamtown, TN 63154", White, Married-civ-spouse, Farming-fishing,t,10.0, Wife,0.0, Some-college,334366.0,1.0, <=50K, United-States,15.0,0.0, Self-emp-not-inc,56.4375,41.35701082,2.7955905110000003,8.417076734,86.81688963,81.42642872,0.32054995,-1.22130667
61,Leonard Wingfield,"3329 Herring Plaza
Thomasshire, WY 86161", Black, Never-married, Adm-clerical,f,10.0, Unmarried,0.0, Some-college,244341.0,0.0, <=50K, United-States,40.0,0.0, Local-gov,127.765625,47.61917359,0.16692721300000002,-0.208122909,2.29180602,13.64410146,9.26182374,121.4248535
62,Kenneth Householder,"Unit 9100 Box 2130
DPO AP 86036", White, Never-married, Priv-house-serv,f,9.0, Unmarried,0.0, HS-grad,549430.0,0.0, <=50K, Mexico,40.0,0.0, Private,120.0,50.92534364,0.277509474,-0.006992449,1.02006689,11.14631778,16.88726924,329.7478651
63,Caleb Valdez,"2064 Ruiz Road
Serranomouth, DE 21250", White, Widowed, Prof-specialty,F,15.0, Not-in-family,0.0, Prof-school,308746.0,0.0, >50K, United-States,55.0,0.0, Self-emp-not-inc,118.9921875,49.49786866,0.126104943,-0.134870674,1.386287625,12.74123527,11.69773917,170.6308375
64,Kevin Richardson,"2847 Tracy Mission Suite 159
Lyonschester, IL 87073", Black, Divorced, Priv-house-serv,f,4.0, Own-child,0.0, 7th-8th,90189.0,0.0, <=50K, United-States,16.0,0.0,,117.5546875,45.20056149,0.301001383,0.6639153839999999,2.153010033,15.64149462,9.050225812999999,97.09075921
65,James Downing,"746 Alexander Harbor
West Matthew, MS 79254", White, Never-married, Handlers-cleaners,F,9.0, Own-child,0.0, HS-grad,207103.0,1.0, <=50K, United-States,40.0,0.0, Private,39.9453125,31.75819495,4.399909128,24.35127578,41.90635452,62.23727061,1.541902711,1.6173318280000002
66,Joe Gay,"121 Bennett Grove
New Johnburgh, VA 66601", Black, Married-spouse-absent, Other-service,F,9.0, Not_in_family,0.0, HS-grad,216116.0,1.0, <=50K, Jamaica,40.0,0.0, Private,13.78125,26.97045186,6.8318694970000005,52.21962429999999,101.5091973,57.07523711,1.089747043,0.440002234
67,Charlie Roberts,"6857 Vasquez Square
West Cathy, MO 28398", White, Never-married, Adm-clerical,f,9.0, Own-child,0.0, HS-grad,206215.0,1.0, <=50K, United-States,40.0,0.0, Private,8.2265625,32.5579327,5.896484312999999,35.28723836,184.5259197,62.91485857,-1.019263452,0.17696067399999998
68,Sean Stjacques,"69570 Rice Mount
Port Kelsey, IL 51828", White, Married-civ-spouse, Sales,f,11.0, Husband,0.0, Assoc-voc,312771.0,0.0, >50K, United-States,40.0,0.0, Private,117.59375,44.12667091,0.057568503,0.034426701000000004,2.307692308,20.74931536,9.485093164,92.6414033
69,Craig Melendy,"59759 Nicole Roads
South Dannyland, VA 73275", White, Divorced, Exec-managerial,f,10.0, Not-in-family,0.0, Some-college,250135.0,0.0, <=50K, United-States,40.0,0.0, Private,116.1328125,45.86791006,0.263537322,0.470200519,1.824414716,12.28388859,11.69513033,186.8785041
70,Robert Brewer,"852 Jimenez Keys Apt. 699
Lisaville, AK 35240", White, Married-civ-spouse, Tech-support,f,4.0, Husband,0.0, 7th-8th,195516.0,0.0, <=50K, Mexico,40.0,0.0, Private,88.5703125,33.85877923,0.666298663,3.412679262,1.724080268,12.61014836,12.77967949,210.857105
71,Jimmy Guerrero,"6371 Duke Viaduct
Sotoview, CA 10833", Black, Married-civ-spouse, ?,f,9.0, Husband,0.0, HS-grad,260579.0,0.0, <=50K, United-States,40.0,0.0,,109.3515625,42.42743619,0.493768649,0.828258756,0.7173913040000001,11.33867793,18.50064207,370.9374617
72,Dirk Lefler,"5311 Justin Road Suite 920
North Natalieland, OH 54595", White, Married-civ-spouse, ?,f,14.0, Husband,0.0, Masters,81761.0,0.0,<=50K, United-States,2.0,0.0, ?,108.8828125,50.13055161,0.3125352,-0.147457234,5.160535117,27.533791600000004,6.009221869,38.35274471
73,Cleo Rush,"Unit 7871 Box 5747
DPO AE 60433", White, Never-married, Prof-specialty,f,10.0, Own-child,0.0, Some-college,250051.0,0.0, <=50K, United-States,10.0,0.0, Private,88.375,37.11700251,0.420997999,2.133087804,3.539297659,17.8209497,6.716827282000001,56.57912882
74,John Bishop,"7060 Tammy Greens Apt. 475
East Michael, KS 76393", White, Never-married, Craft-repair,t,13.0, Not-in-family,0.0, Bachelors,162236.0,1.0,<=50K, United-States,40.0,0.0, Self-emp-not-inc,48.09375,39.64499446,2.769881783,9.862980618,25.33862876,58.64148953,2.489473517,5.13537017
75,Alfonso Hines,"348 Dean Viaduct Suite 152
East Richard, VT 21658", Amer-Indian-Eskimo, Divorced, Sales,f,9.0, Not-in-family,0.0, HS-grad,29865.0,1.0, <=50K, United-States,50.0,0.0, Private,96.2109375,47.56010216,0.583217577,0.296429672,17.97826087,57.40501413,3.077298249,7.91641485
76,William Mccorkle,"6898 Wyatt Lock
North Brenda, AR 62449", White, Never-married, Machine-op-inspct,f,9.0, Other-relative,0.0, HS-grad,166851.0,0.0, <=50K, United-States,40.0,0.0,,108.7109375,47.24622213,0.246459078,-0.034356365,1.225752508,12.81470227,13.98947127,225.4866757
77,Gregory Keever,"12256 Mccall Glen
Kristenberg, NC 39031", Black, Married-civ-spouse, Prof-specialty,f,15.0, Husband,0.0, Prof-school,286750.0,0.0,>50K, United-States,99.0,0.0, Self-emp-inc,100.578125,44.40766568,0.335259852,0.27627462,0.8946488290000001,9.137866645,19.93203382,509.0165547
78,Ulysses Taylor,"3811 Petersen Causeway Apt. 057
Jarvisland, ND 21124", Other, Married-civ-spouse, Sales,f,10.0, Husband,0.0, Some-college,309620.0,0.0, <=50K, ?,60.0,0.0, Private,118.40625,47.53755711,0.287346268,0.201792212,3.012541806,15.91403568,7.731587251,79.56010249
79,Frank Holland,"0382 Smith Groves
Briannafurt, OH 35432", Black, Divorced, Exec-managerial,f,13.0, Unmarried,0.0, Bachelors,105788.0,0.0, >50K, United-States,50.0,0.0,,132.6640625,46.93151216,0.089051718,-0.247004524,6.4322742470000005,30.53220125,5.564318926,32.36775791
80,Christopher Rich,"6912 Thompson Glen Apt. 621
Jennifermouth, AR 45111", White, Divorced, Prof-specialty,F,14.0, Not-in-family,0.0, Masters,71344.0,0.0, >50K, United-States,50.0,0.0,,127.7734375,53.05189306,0.131834692,-0.578751719,3.239966555,22.9453351,7.881664422,64.87504624
81,Frank Schorr,"53612 Joseph Views
Apriltown, WI 24472", White, Divorced, Other-service,f,9.0, Not-in-family,0.0, HS-grad,173291.0,0.0, <=50K, United-States,40.0,0.0, Private,113.9453125,47.30656479,0.26592276600000003,-0.30050055800000003,1.933110368,14.11356972,10.70684894,140.42783280000003
82,James Chandler,"02189 William Knolls
Lake Daniellefurt, MD 04353", White, Married-civ-spouse, Craft-repair,f,11.0, Husband,0.0, Assoc-voc,57452.0,0.0, >50K, United-States,40.0,0.0, Self-emp-not-inc,124.546875,51.02019505,-0.029268826,-0.23415802,2.429765886,14.44691298,8.886038081,105.5413273
83,Eddy Kessler,"7646 Holder Garden Suite 721
Port Christineberg, NC 57687", Black, Never-married, Sales,f,10.0, Not-in-family,0.0, Some-college,242552.0,0.0, <=50K, United-States,40.0,0.0, Private,111.28125,47.93288562,0.226992583,0.101150637,16.20735786,48.92975457,2.875480777,6.773896352
84,George Cole,"400 Tracey Crossroad
West Arthurfort, NH 16391", White, Never-married, Prof-specialty,f,13.0, Not-in-family,2174.0, Bachelors,32291.0,0.0, <=50K, United-States,40.0,0.0, Private,85.609375,38.94512052,0.722205414,2.275142306,3.913879599,18.38650738,6.194367336,49.29928369
85,Eugene Adams,"554 Freeman Overpass
Lake Alexanderton, MN 93458", White, Married-civ-spouse, Exec-managerial,f,9.0, Husband,0.0, HS-grad,50474.0,0.0, <=50K, United-States,40.0,0.0, Private,111.4609375,43.9198315,0.241592513,0.504809886,1.607023411,16.43766224,11.95311368,150.9961696
86,Milton Stamper,"89495 Hill Glen
East Jeffreyton, AK 18128", Black, Divorced, Exec-managerial,f,10.0, Not-in-family,0.0, Some-college,117627.0,0.0, <=50K, United-States,40.0,0.0, Private,119.796875,44.57198521,0.184917014,0.480636218,2.902173913,15.64877768,8.755201367,102.0836799
87,Arthur Nelson,"247 Cole Plaza Apt. 899
West Erinville, IN 48661", Black, Divorced, Prof-specialty,f,13.0, Unmarried,0.0, Bachelors,204590.0,0.0, <=50K, United-States,40.0,213.0, Private,115.890625,50.11459281,0.323824914,0.130624868,1.903846154,12.74216732,11.41807824,170.6095746
88,Matthew Williams,"969 Angela Junctions
Pattonshire, NE 60625", White, Divorced, Sales,f,13.0, Unmarried,0.0, Bachelors,216734.0,0.0, <=50K, United-States,50.0,0.0, Private,115.0078125,49.01809234,0.04870751,-0.232283613,1.327759197,14.82956457,12.22364552,158.3888374
