,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,kurtosis_glucose,kurtosis_oxygen,mean_glucose,mean_oxygen,skewness_glucose,skewness_oxygen,std_glucose,std_oxygen,age,class
19,Steve Ripp,"7629 Ramos Knoll
Owensmouth, NC 34420", Male,10/9/1963, White, Never-married, Handlers-cleaners,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,153869.0,37.0,0.0,1.624541213,6.17166674,75.4375,5.531772575,5.284175857,38.35373117,38.48330604,31.36855828,56.0,1.0
20,George Hairston,"18356 Benjamin Roads
South Nancy, NJ 58120", Male,26/6/1964, White, Never-married, Handlers-cleaners,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,354104.0,30.0,0.0,0.253560774,14.28559813,103.390625,1.484113712,1.205498844,290.4150724,38.80122307,10.58366485,55.0,0.0
21,Jeffrey taylor,"USNV Kim
fPO AA 96043", Male,10/6/1971, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,76043.0,1.0,0.0,0.024776543,5.280942109,126.234375,6.254180602000001,-0.41857959,30.14882512,51.10872057,28.27411111,48.0,0.0
22,David Mealy,"0873 Diaz Village
Sandrastad, DE 05796", Male,6/3/1944, White, Married-civ-spouse, Exec-managerial,f, Husband, Masters,>50K, United-States, Private,14.0,99999.0,108435.0,60.0,0.0,4.652769143,1.968229065,32.0,32.15133779,24.41458478,3.428495837,34.03146522,56.69458168,75.0,1.0
23,Garfield Bowen,"3678 Gloria Pine Apt. 652
Kevinfort, LA 80839", female,14/11/1972, White, Never-married, transport-moving,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,186573.0,46.0,0.0,0.059429326,7.184802117188757,101.3203125,0.7416387959999999,0.193419688,79.42211559209325,49.56686355,9.329940942,46.0,0.0
24,thaddeus Mackerl,"8122 Jessica Knolls Apt. 880
Dakotafurt, WV 62098", female,12/8/1968, White, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, Private,13.0,0.0,178843.0,15.0,0.0,-0.200709268,8.334169097,139.984375,2.8520066889999995,-0.040071129,84.25156113,49.51830223,16.88285443,51.0,0.0
25,Gerald Pack,"6146 Roman Shores
New Christine, OR 28920", female,25/7/1961, White, Never-married, Adm-clerical,f, Not_in_family, Some-college,<=50K, United-States, State-gov,10.0,0.0,341410.0,15.0,0.0,0.145095654,14.93401439,103.9453125,1.198160535,0.457442222,289.5497141,45.70187164,10.75836907,58.0,0.0
26,Jonathon Nemith,"875 David Road
Phillipfort, NC 26174", Male,25/12/1981, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, federal-gov,14.0,0.0,403489.0,45.0,0.0,0.335469844,7.2857061939999985,94.6953125,3.4598662210000004,0.153277345,53.76944224,46.57513396,24.04283165,37.0,1.0
27,Roger Groce,"781 Berry Spring
travismouth, NJ 11603", Male,18/6/1969, Asian-Pac-Islander, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, India, Self-emp-inc,14.0,0.0,79586.0,40.0,0.0,0.004099306,4.298000074,113.21875,8.462374582,-0.095867734,18.07547258,46.67138067,35.15956588,50.0,0.0
28,Harold Odowd,"7842 Curtis Vista Apt. 188
Lake Samuelburgh, GA 55767", Male,28/4/1971, White, Married-civ-spouse, transport-moving,f, Husband, Some-college,<=50K, United-States, State-gov,10.0,0.0,423561.0,40.0,0.0,0.379892357,18.055405,106.828125,0.780936455,-0.145018297,79.42211559209325,52.50343878,10.45017664,48.0,0.0
29,Stanley forrest,"9532 Jesse Roads Suite 253
North toni, NC 74183", Male,21/8/1953, White, Divorced, Protective-serv,f,Not_in_family, 11th,<=50K, United-States, Private,7.0,0.0,116707.0,40.0,0.0,0.22598746,8.978635517999999,116.1640625,2.280100334,0.208861929,89.33042412,45.18793695,17.64076607,66.0,0.0
30,David Jones,"2455 Richardson forks
North Seanside, AL 57677", female,2/9/1982, White, Widowed, Adm-clerical,f,Not_in_family, HS-grad,<=50K, United-States, State-gov,9.0,0.0,201293.0,38.0,0.0,0.007243647,8.639683985,121.46875,3.046822742,-0.300718638,84.11275118,49.76883084,19.82092443,37.0,0.0
31,Darrin Cusumano,"3167 thomas Glen
Daniellebury, AK 96676", female,22/3/1980, White, Divorced, Prof-specialty,f, Unmarried, Assoc-voc,<=50K, United-States, Private,11.0,0.0,78258.0,36.0,0.0,0.309100104,14.91516075,108.4453125,1.143812709,-0.025589423,242.5010023,51.18911148,13.44489759,39.0,0.0
32,Scott thomas,"41100 Serrano fields Suite 008
South Catherinefort, tN 26620", Male,28/5/1955, White, Never-married, tech-support,f,Not_in_family, Bachelors,<=50K, United-States, Private,13.0,0.0,114967.0,40.0,0.0,0.084368555,8.826905692,114.421875,2.397993311,-0.098337696,102.7848295,49.41353075,14.629269099999998,64.0,0.0
33,William Morago,"609 Matthew Causeway Apt. 234
Lake Victoriamouth, KY 04432", Male,17/5/1971, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Local-gov,14.0,0.0,145246.0,44.0,0.0,0.68446409,10.1433209,90.3046875,2.20735786,2.432726486,147.5458625,36.06473316,12.8798985,48.0,0.0
34,Jose Arias,"089 Ramirez Groves
South Michaelchester, Ut 62971", female,28/9/1952, White, Never-married, Exec-managerial,f,Own_child, Assoc-voc,<=50K, United-States, Private,11.0,0.0,333990.0,40.0,0.0,1.336181291,6.167735352,81.0546875,5.079431438,3.28131762,39.38260309,43.2643236,28.2171977,67.0,1.0
35,Elmer King,"29688 Lindsey Dale Suite 077
North Cassandra, PA 31881", female,16/3/1976, Black, Never-married, Other-service,f,Own_child, Some-college,<=50K, Jamaica, Local-gov,10.0,0.0,213451.0,10.0,0.0,0.214837208,9.062543892,119.09375,2.315217391,-0.006947766,112.0907261,45.56767589,14.14403224,43.0,0.0
36,Edgar Holbrook,"902 figueroa fields Suite 708
Davishaven, OK 14930", female,29/5/1965, White, Married-civ-spouse, Craft-repair,f,Other_relative, 12th,>50K, United-States, Private,8.0,15024.0,200790.0,40.0,0.0,-0.193916328,12.01133315,132.5234375,1.751672241,0.47648363,169.6964841,42.94727233,14.19775663,54.0,0.0
37,francis finley,"PSC 6079, Box 8979
APO AP 22407", female,12/9/1965, Black, Divorced, Prof-specialty,f, Not_in_family, Some-college,<=50K, United-States, State-gov,10.0,0.0,181641.0,37.0,0.0,0.4985249470000001,7.184802117188757,94.8125,0.488294314,0.213604545,79.42211559209325,50.88878038,9.561140874,54.0,0.0
38,Roy then,"8241 Stephanie trail
Morenobury, MA 36060", female,23/2/1988, White, Never-married, Sales,f,Own_child, 10th,<=50K, United-States, Private,6.0,0.0,401051.0,35.0,0.0,0.004852044,7.429394745,126.1953125,3.3352842810000003,-0.05518776,55.15402791,47.45097118,24.32284513,31.0,0.0
39,todd Pagel,"Unit 3142 Box 1661
DPO AE 50179", Male,4/5/1963, White, Never-married, transport-moving,f,Not_in_family, 12th,<=50K, United-States, Private,8.0,0.0,99543.0,46.0,0.0,4.047551177,2.273136348,46.28125,30.241638800000004,20.16571328,4.238551365,34.20433486,61.26358403,56.0,1.0
40,tony Kint,"620 James Shores Apt. 302
West Christopherfurt, WI 51201", Male,18/3/1958, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,13.0,99999.0,204567.0,60.0,0.0,-0.14200562,-0.300457387,126.0,118.3235786,-0.936392161,-1.607770277,44.96269916349231,28.880607670569045,61.0,0.0
41,Stephen Genova,"512 Duffy Lakes
Alexmouth, WY 86476", Male,14/8/1960, White, Never-married, Machine-op-inspct,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,257310.0,40.0,0.0,0.137645997,7.623345382,115.171875,3.454849498,-0.7560468340000001,59.09459238,60.88027562,24.83404048,59.0,0.0
42,Nicolas Sardina,"8054 Bryce Shoal
Amyfort, SC 57887", female,13/5/1954, White, Widowed, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,193895.0,35.0,0.0,5.473132541,-0.33618311799999995,10.6875,13.815634680350989,31.12910769,-0.8685526,33.90237593,64.39476214,65.0,1.0
43,Gordon Hauer,"521 Aaron fork
New Kimberly, MI 89361", Male,10/3/1957, White, Divorced, Machine-op-inspct,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,69481.0,40.0,0.0,0.067068625,1.97380132,113.015625,27.02508361,0.04554847,2.26485176,47.01478896,61.0081636,62.0,0.0
44,Michael Hintz,"Unit 2178 Box 4941
DPO AP 69245", Male,28/11/1985, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,133861.0,25.0,0.0,0.17687393199999998,7.714906622999999,112.8671875,3.553511706,0.335491659,68.61723954,42.60013408,20.76032957,33.0,0.0
45,Steve Hawkins,"362 Charles Inlet Apt. 184
Ingramchester, IN 56876", Male,19/11/1948, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,>50K, United-States, federal-gov,9.0,0.0,33863.0,40.0,0.0,0.28746329600000003,1.197401523,102.9453125,44.97491639,0.409820062,-0.196819275,43.81001394,72.50103936,70.0,0.0
46,Robert Agnello,"73927 timothy Brook
Justinfurt, WA 25518", female,3/9/1975, White, Married-civ-spouse, Prof-specialty,f, Wife, Prof-school,>50K, Honduras, Private,15.0,0.0,51835.0,60.0,1902.0,0.17331023899999998,17.94152657,118.984375,0.836956522,-1.501641463,340.3664605,44.96269916349231,11.99718496,44.0,0.0
47,Brian Sartwell,"4581 Melody Corners Apt. 401
East Alfredport, MN 60750", female,30/9/1956, White, Widowed, Sales,t,Not_in_family, Some-college,<=50K, United-States, Self-emp-inc,10.0,0.0,253101.0,20.0,0.0,2.021413855,2.424503025,60.2109375,23.73411371,4.14043647,5.009978722,50.80041405,55.5738793,63.0,1.0
48,Michale Collins,"PSC 9092, Box 6253
APO AE 77636", Male,20/4/1970, Black, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,385278.0,60.0,0.0,-0.062597928,9.853659415,133.421875,2.377926421,0.087274752,132.1169003,47.3331955,13.95541088,49.0,0.0
49,Marlon Pickett,"343 Davis forest
Port Michelefurt, NY 67344", Male,9/2/1964, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, Mexico, Private,9.0,0.0,246117.0,40.0,0.0,0.147190601,11.40336261,120.359375,1.891304348,-0.289635994,163.6346958,52.75144168,13.88985186,55.0,0.0
50,Sean ferguson,"USNV Castro
fPO AP 71247", female,15/9/1994, White, Widowed, Craft-repair,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,123345.0,65.0,0.0,0.381201995,6.375103077,105.6484375,4.85367893,1.598276125,41.48234563,38.44996543,28.53577514,25.0,0.0
51,David Lee,"311 John turnpike
North Olivia, AK 58223", female,7/2/1990, White, Never-married, Priv-house-serv,f,Own_child, 11th,<=50K, United-States, Private,7.0,0.0,134480.0,25.0,0.0,-0.197472928,9.401410885,126.453125,2.148829431,0.151290186,100.3349122,46.70383071,16.84251043,29.0,0.0
52,Noel Labbe,"080 Jennifer Unions
thomasville, NM 39073", Male,20/10/1975, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Local-gov,14.0,0.0,142719.0,40.0,0.0,0.6835323190000001,10.89514792,84.25,1.829431438,2.217337953,158.26773740000004,37.88469348,12.79923454,44.0,0.0
53,Roosevelt Jackson,"3669 David forges Suite 049
West Ryanfurt, Vt 63480", Male,3/8/1975, White, Married-civ-spouse, Prof-specialty,f, Husband, Prof-school,>50K, United-States, Private,15.0,0.0,199352.0,80.0,1977.0,0.138070136,0.287568762,125.84375,84.45401338,-0.529035476,-1.7753501390000002,58.77810996,28.880607670569045,44.0,0.0
54,Mark Bridges,"54351 Garcia Ports
New Sharon, MN 44868", female,29/3/1962, White, Never-married, Exec-managerial,f,Own_child, Masters,<=50K, United-States, Private,14.0,0.0,335421.0,40.0,0.0,0.196283062,5.285600784,117.21875,6.203177257999999,-0.088269059,28.61107801,52.12693904,30.22379774,57.0,0.0
55,Jerome Wells,"PSC 9096, Box 1839
APO AP 44980", Male,29/4/1988, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, State-gov,10.0,0.0,56402.0,30.0,0.0,-0.040687379,18.8029448,125.9375,0.839464883,-0.607605947,79.42211559209325,54.51200413,9.758761489,31.0,0.0
56,Keith Loy,"46552 Sullivan Street
Whiteville, OR 51827", Male,11/12/1955, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, State-gov,13.0,0.0,345969.0,48.0,0.0,3.676408994,-0.107242317,17.40625,13.815634680350989,12.92233842,-1.198745222,46.3651333,69.45032004,63.0,1.0
57,Joseph Mccraw,"448 Cox forges Suite 536
Calebtown, SD 03861", Male,26/8/1971, White, Never-married, Adm-clerical,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,114874.0,30.0,0.0,0.8501844736562745,1.0589961140000002,14.703125,81.60284281,3.51995953893099,1.258417581,29.81593517,57.25662724,48.0,1.0
58,Benjamin Weiss,"9938 Hawkins Camp
East Christophertown, VA 14271", Male,16/9/1972, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Private,9.0,7298.0,222221.0,45.0,0.0,0.701793872,13.88530203,92.859375,1.308528428,1.1716288540000002,260.5139526,45.21817499,11.00680669,47.0,0.0
59,Michael Outlaw,"735 Valerie Hill
Websterfort, AZ 79829", Male,2/7/1965, White, Married-civ-spouse, Adm-clerical,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,125762.0,30.0,0.0,0.394583953,5.095717334,99.3671875,5.621237458,2.186632832,28.17232401,35.51141346,25.65182719,54.0,0.0
60,Michael Collins,"301 Daniel Path
Jameshaven, MO 41601", Male,18/9/1960, White, Married-civ-spouse, Other-service,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,189666.0,45.0,0.0,0.321383662,7.007973295,107.109375,3.918896321,0.748861621,50.18217653,44.56232194,25.88589466,59.0,0.0
61,Gordon Dunn,"868 tony Bridge Apt. 297
New Natalieview, fL 18508", Male,22/3/1966, White, Never-married, Handlers-cleaners,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,243178.0,28.0,0.0,0.27467157,14.98920607,117.65625,1.283444816,0.072919811,310.0087498000001,50.20760611,10.42206754,53.0,0.0
62,Joseph Hake,"46728 Diaz trail
Jamesmouth, CA 04769", Male,9/12/1949, Black, Never-married, Prof-specialty,f,Not_in_family, Masters,<=50K, United-States, Private,14.0,0.0,284703.0,40.0,0.0,0.029047344,2.718129102,122.515625,17.68311037,-0.289134043,5.503381466,51.90179795,53.40087008,69.0,0.0
63,Pedro Sayle,"8864 taylor Shoal
Stevenhaven, WA 77253", Male,2/4/1962, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,240124.0,40.0,0.0,-0.111087844,10.19593714,122.578125,2.204849498,0.14907134,139.099867,45.40591395,13.63379175,57.0,0.0
64,Samuel thompson,"2493 Woods Pines
Austinmouth, DC 79486", female,21/6/1982, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,187746.0,40.0,0.0,0.083465501,7.184802117188757,128.828125,0.648829431,0.251522402,79.42211559209325,48.34610076,9.048203704,37.0,0.0
65,Brian Burkhart,"965 Phillips Plaza Suite 305
Port Monique, HI 87438", Male,26/11/1949, White, Married-civ-spouse, Handlers-cleaners,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,368949.0,40.0,0.0,0.166608148,7.912281987,131.328125,3.2090301,0.161986008,64.72316036,50.03391184,23.44144742,70.0,0.0
66,Leo Morris,"540 Brandon Orchard Apt. 965
West Matthewstad, MD 41660", Male,27/6/1953, White, Never-married, Sales,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,304643.0,20.0,0.0,0.20608472,8.650970204,113.5390625,2.789297659,0.308777675,89.07106631,47.92717495,18.07132152,66.0,0.0
67,Gerald Roccio,"68949 Watkins Haven Suite 833
Christinetown, PA 23797", Male,7/2/1954, White, Married-civ-spouse, Sales,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,82777.0,40.0,0.0,5.885265052,0.741588543,22.796875,116.5961538,36.11819086,0.225858994,31.00790206,57.22812665,65.0,1.0
68,Michael Escobedo,"648 Brittany Coves Apt. 841
Hawkinston, Ct 41344", female,1/11/1977, White, Never-married, Adm-clerical,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,192455.0,40.0,0.0,0.098389394,5.453714485,126.1484375,6.133779264,-0.274850658,29.38646455,49.97844689,31.9959053,41.0,0.0
69,Larry Eason,"984 Davis Estates Suite 979
Dwaynehaven, tX 41910", Male,1/8/1973, White, Married-civ-spouse, Craft-repair,f, Husband, 9th,<=50K, United-States, Private,5.0,0.0,182323.0,40.0,0.0,0.201923521,8.616764717999999,125.7890625,2.530936455,0.238034242,83.8973903,43.31888523,17.75633702,46.0,0.0
70,tom Donohue,"338 Matthew Parkway
Alexismouth, WA 53436", Male,12/5/1970, White, Never-married, Craft-repair,f,Own_child, Bachelors,<=50K, United-States, Private,13.0,0.0,190107.0,40.0,0.0,0.28654830600000003,10.97182414,111.0625,1.862876254,0.995285147,140.8076956,42.34858137,15.23718585,49.0,0.0
71,Ronald Haven,"99423 Brian Landing
Lake Jamesshire, IA 53681", female,28/12/1955, Black, Never-married, Prof-specialty,f, Own_child, Bachelors,<=50K, United-States, Local-gov,13.0,0.0,190350.0,35.0,0.0,3.025359265,1.274147653,45.953125,49.39882943,10.17626072,0.69120019,42.52184354,67.77961261,63.0,1.0
72,Patrick Jacobs,"0837 Patrick Highway Suite 797
Port Jacquelinefort, MS 46400", Male,3/1/1983, White, Married-civ-spouse, Protective-serv,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,353824.0,72.0,0.0,-0.00063905,16.77326368,132.4765625,0.93812709,0.267742351,298.847941,43.04248716,13.10318649,36.0,0.0
73,David Henderson,"64832 Shannon Spurs Apt. 645
Richardsport, tN 56024", female,31/8/1971, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,29302.0,40.0,0.0,0.292376734,10.65257128,124.609375,1.964046823,0.192320772,148.70147849999995,49.65871562,13.24566737,48.0,0.0
74,Walter Smith,"00546 Stephanie Course
East Bryanhaven, KS 26304", female,15/7/1967, White, Widowed, Other-service,f,Not_in_family, 7th-8th,<=50K, United-States, Private,4.0,0.0,268861.0,99.0,0.0,3.016280138,5.413000022,57.15625,6.22993311,12.41576581,31.27126452,37.19468155,28.87019398,52.0,1.0
75,James Chandler,"02189 William Knolls
Lake Daniellefurt, MD 04353", Male,16/7/1955, White, Married-civ-spouse, Craft-repair,f, Husband, Assoc-voc,>50K, United-States, Self-emp-not-inc,11.0,0.0,57452.0,40.0,0.0,-0.029268826,8.886038081,124.546875,2.429765886,-0.23415802,105.5413273,51.02019505,14.44691298,64.0,0.0
76,Jack Shortridge,"0016 Jones Mount Suite 677
Coopermouth, IL 08413", Male,23/8/1962, White, Married-civ-spouse, Handlers-cleaners,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,161599.0,40.0,0.0,0.156673665,8.473206101,128.09375,3.27173913,0.345731241,82.00362639,44.24336771,19.65689572,57.0,0.0
77,Conrad Walsh,"953 Caldwell Mount
Port Willie, MS 14959", female,28/5/1979, Black, Never-married, Craft-repair,f,Own_child, 11th,<=50K, United-States, Private,7.0,0.0,304076.0,20.0,0.0,0.28574350600000004,13.52758114,118.96875,1.177257525,0.261676132,224.39159640000003,48.42454464,11.88245177,40.0,0.0
78,Gerald Snyder,"025 Scott Bridge
North Lisaland, SC 56944", Male,19/11/1959, White, Never-married, Protective-serv,f,Not_in_family, Some-college,<=50K, United-States, State-gov,10.0,0.0,279243.0,40.0,0.0,0.267854224,8.132644895,117.8671875,2.697324415,-0.306437434,80.45421908,56.24866264,16.66601973,59.0,0.0
79,Gregory Lam,"15422 Jean Gateway
West Jared, ND 62556", Male,28/3/1955, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,32477.0,20.0,0.0,0.030084208,4.16005962,123.5625,9.012541806,-0.54103849,16.30949301,55.55160186,37.00050632,64.0,0.0
80,Brent Leffert,"38668 Roth Burg
East Daniellemouth, ID 19600", Male,11/10/1945, White, Married-civ-spouse, Protective-serv,f, Husband, HS-grad,<=50K, United-States, Local-gov,9.0,0.0,163229.0,56.0,0.0,2.884981807,1.62426393,63.3046875,39.73829431,9.249017271,1.5939842080000002,40.81504751,66.39077513,74.0,1.0
81,Alton Eisele,"50060 terri Rapids Suite 575
New Michael, WY 05780", Male,23/2/1977, White, Never-married, Prof-specialty,f,Not_in_family, Doctorate,>50K, United-States, Self-emp-not-inc,16.0,0.0,196342.0,45.0,0.0,0.445996988,8.660364612999999,101.2265625,2.64632107,0.628428701,104.8819204,45.66748276,14.33297861,42.0,0.0
