,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,kurtosis_glucose,kurtosis_oxygen,mean_glucose,mean_oxygen,skewness_glucose,skewness_oxygen,std_glucose,std_oxygen,age,class
62,Roy Kellar,"086 Angela Lock
West Stevenberg, NE 74070", female,4/5/1971, Black, Married-civ-spouse, transport-moving,f, Wife, HS-grad,<=50K, United-States, Private,9.0,0.0,310290.0,40.0,0.0,-0.061933493,9.504496728,128.921875,2.661371237,-0.402682838,100.1467373,51.94447296,18.63986843,48.0,0.0
63,Patrick Luneau,"04400 Anthony Groves Apt. 118
North Andrewton, NV 25978", Male,21/10/1960, Amer-Indian-Eskimo, Never-married, Other-service,f, Own_child, Some-college,<=50K, United-States, State-gov,10.0,0.0,23037.0,84.0,0.0,-0.025022137000000003,8.679748226000001,112.4375,2.663879599,0.718975681,79.76260864,44.94645252,20.62033123,59.0,0.0
64,Joseph Hickey,"59947 fischer Canyon Apt. 523
North Sharon, GA 01215", Male,23/1/1977, White, Never-married, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,316470.0,40.0,0.0,0.148013471,9.859532974,128.9375,2.194816054,-0.305654401,138.6896311,53.09201182,13.09476675,42.0,0.0
65,John Welton,"24507 John Road Suite 087
Kaylaland, AZ 93179", Male,13/7/1963, Black, Married-civ-spouse, Other-service,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,212826.0,40.0,0.0,0.261271535,9.005631912,107.8046875,2.415551839,-0.303771852,86.1762724,55.95772101,19.15297664,56.0,0.0
66,Robert Curry,"669 Smith Courts
Port Nathan, Mt 17834", Male,16/4/1961, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,120074.0,30.0,0.0,0.42609076,8.568620951,117.8046875,3.614548495,-0.289259558,79.18133127,53.19555001,22.47022011,58.0,0.0
67,Leon Ack,"12348 ford Bypass
Port Zacharyville, RI 36085", female,26/5/1990, White, Divorced, Craft-repair,f, Unmarried, Some-college,<=50K, United-States, Private,10.0,0.0,97490.0,40.0,0.0,0.224973449,12.2749244,110.7109375,1.424749164,1.068217959,166.9698124,39.07567825,14.20290809,29.0,0.0
68,Lonnie Butler,"7929 Kristy Dam Apt. 265
New Samuel, MS 93951", Male,31/12/1968, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Self-emp-inc,9.0,0.0,64379.0,40.0,1740.0,2.868798457,1.701663358,56.2890625,37.52341137,12.75441877,1.916279077,34.87481011,65.14320695,50.0,1.0
69,francis Vance,"032 Ortiz Heights
West Connie, WV 78338", Male,16/10/1970, White, Married-civ-spouse, transport-moving,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,224541.0,40.0,0.0,-0.253640474,14.03408563,132.75,1.045150502,0.64769231,240.1349596,41.85951206,11.54044661,49.0,0.0
70,Robert Ives,"647 Davis Mountains
Goodburgh, NC 06902", Male,11/1/1950, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,235646.0,40.0,0.0,0.204238625,5.430796752999999,131.1328125,6.6479933110000005,0.315679828,30.02787411,45.77259877,32.39937865,69.0,0.0
71,Matthew Williams,"10638 Yolanda Stravenue
Port Moniqueberg, SD 61627", Male,10/2/1958, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, State-gov,9.0,0.0,105748.0,40.0,0.0,0.024468783,2.120021521,127.8515625,23.38294314,-0.903343746,2.99763853,57.26638546,54.88085767,61.0,0.0
72,Matthew Dehn,"2946 Montoya Vista
Brendaburgh, IL 57934", female,3/8/1970, White, Never-married, Adm-clerical,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,209770.0,40.0,0.0,3.198624693,3.430628165,47.9375,14.94147157,12.6268414,11.83681115,39.75604317,44.21929525,49.0,1.0
73,Miguel Harrison,"25535 Bird Rue
Harrisfort, NJ 71162", Male,17/5/1975, Black, Separated, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,405374.0,40.0,0.0,2.262237471,1.965983617,71.3984375,31.65551839,6.2993828910000005,2.714476897,40.67906784,64.225903,44.0,1.0
74,George Schreckengost,"4416 Janet Mountain
Jasonhaven, NE 70316", Male,1/6/1958, Asian-Pac-Islander, Married-civ-spouse, Craft-repair,f, Husband, Some-college,>50K, Philippines, Private,10.0,0.0,100669.0,40.0,0.0,3.291811291,2.442852563,54.5078125,24.07441472,14.7187148,4.852352898,35.7617979,57.79839238,61.0,1.0
75,James Minter,"0151 Sarah throughway
East Kaylaside, IA 43998", female,27/2/1963, White, Separated, Sales,f, Unmarried, Some-college,<=50K, United-States, Private,10.0,0.0,97215.0,25.0,0.0,1.994928318,3.03553347,77.953125,15.85200669,9.388118453999999,8.031967196,31.00626433,48.62774788,56.0,1.0
76,Henry Lacy,"33287 Moreno falls
South Ericaside, WV 31474", Male,11/5/1968, Black, Divorced, Sales,f,Not_in_family, Bachelors,>50K, United-States, Private,13.0,0.0,149210.0,40.0,0.0,0.123094857,7.221072985,124.7109375,3.681438127,-0.129308004,53.21433473,46.60374052,24.99323701,51.0,0.0
77,Mauricio thornbury,"1507 Seth Branch Apt. 091
East Edwardton, tN 28513", Male,21/1/1988, White, Never-married, Handlers-cleaners,f,Not_in_family, Assoc-acdm,<=50K, United-States, Private,12.0,0.0,433669.0,36.0,0.0,0.731360034,6.853368689,88.109375,3.85451505,2.426171674,49.06597862,36.96582763,24.43304765,31.0,0.0
78,Robert Williams,"862 Caitlin Loop Apt. 381
Rebeccaville, MI 84841", Male,1/9/1957, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,10.0,0.0,120301.0,45.0,0.0,-0.211856859,9.108361256,148.5234375,2.465719064,-0.323275582,88.71959887,51.24709822,19.77011686,62.0,0.0
79,Gordon funderburk,"8239 Bethany Canyon
New Gabrielstad, ID 27232", Male,6/6/1961, White, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,39640.0,60.0,0.0,4.2602693810000005,-1.86231995,31.296875,13.815634680350989,19.16800831,2.391870403,35.84937224,58.65664338,58.0,1.0
80,Kelvin Olson,"44734 Bruce Burg
Jeremyland, NE 72793", Male,29/3/1964, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,189183.0,40.0,0.0,0.04980599,5.573285967,138.1171875,5.455685619,-0.430349955,31.08306032,49.95976836,29.2428228,55.0,0.0
